Time,Angle,Distance
2178, 45.55, 2979.75, 
2179, 46.75, 2952.75, 
2180, 47.95, 2925.00, 
2180, 49.17, 2906.75, 
2181, 50.41, 2900.75, 
2181, 51.59, 2899.00, 
2182, 52.81, 2890.25, 
2183, 54.03, 2882.25, 
2183, 55.23, 2874.50, 
2184, 56.44, 2865.00, 
2185, 57.69, 2854.50, 
2185, 58.91, 2848.75, 
2186, 60.12, 2845.50, 
2187, 61.33, 2845.50, 
2187, 62.53, 2846.25, 
2188, 63.77, 2848.25, 
2189, 72.45, 0.00, 
2189, 66.17, 2849.50, 
2190, 67.39, 2856.25, 
2191, 68.59, 2867.50, 
2191, 69.80, 2873.50, 
2192, 71.03, 2882.00, 
2193, 72.23, 2891.25, 
2193, 73.45, 2891.00, 
2194, 74.66, 2904.25, 
2195, 75.84, 2897.75, 
2195, 77.06, 2919.25, 
2196, 78.28, 2965.75, 
2196, 79.48, 2983.25, 
2197, 80.69, 3015.00, 
2198, 81.89, 3043.25, 
2198, 83.09, 3062.50, 
2199, 154.64, 0.00, 
2200, 155.86, 0.00, 
2200, 157.06, 0.00, 
2201, 158.27, 0.00, 
2202, 159.48, 0.00, 
2202, 160.69, 0.00, 
2203, 161.89, 0.00, 
2204, 163.14, 0.00, 
2204, 164.36, 0.00, 
2205, 165.56, 0.00, 
2206, 166.77, 0.00, 
2206, 167.98, 0.00, 
2207, 169.19, 0.00, 
2207, 170.41, 0.00, 
2208, 171.61, 0.00, 
2209, 172.83, 0.00, 
2209, 174.03, 0.00, 
2210, 175.25, 0.00, 
2211, 176.45, 0.00, 
2211, 177.66, 0.00, 
2212, 178.87, 0.00, 
2213, 180.08, 0.00, 
2213, 181.30, 0.00, 
2214, 182.50, 0.00, 
2215, 183.70, 0.00, 
2215, 184.92, 0.00, 
2216, 186.09, 0.00, 
2217, 187.30, 0.00, 
2217, 188.50, 0.00, 
2218, 189.72, 0.00, 
2218, 190.92, 0.00, 
2219, 192.14, 0.00, 
2220, 193.34, 0.00, 
2220, 194.55, 0.00, 
2221, 195.75, 0.00, 
2222, 196.95, 0.00, 
2222, 198.17, 0.00, 
2223, 199.38, 0.00, 
2224, 200.58, 0.00, 
2224, 201.80, 0.00, 
2225, 203.00, 0.00, 
2226, 204.22, 0.00, 
2226, 205.42, 0.00, 
2227, 206.63, 0.00, 
2228, 207.83, 0.00, 
2228, 209.05, 0.00, 
2229, 210.17, 0.00, 
2229, 211.39, 8768.00, 
2230, 275.41, 0.00, 
2231, 271.28, 563.75, 
2231, 277.80, 0.00, 
2232, 272.42, 0.00, 
2233, 273.67, 998.25, 
2233, 274.84, 1011.00, 
2234, 275.97, 1026.25, 
2235, 277.20, 1044.50, 
2235, 278.30, 1063.25, 
2236, 279.53, 1082.25, 
2237, 280.66, 1102.00, 
2237, 281.87, 1121.25, 
2238, 283.09, 1143.25, 
2239, 284.20, 1171.25, 
2239, 285.45, 1198.75, 
2240, 286.55, 1224.75, 
2241, 287.80, 1251.75, 
2241, 288.95, 1280.50, 
2242, 290.11, 1314.00, 
2243, 291.31, 1347.75, 
2243, 292.44, 0.00, 
2244, 293.63, 1430.50, 
2244, 294.83, 1470.00, 
2245, 296.00, 0.00, 
2246, 297.12, 0.00, 
2246, 298.30, 0.00, 
2247, 299.61, 0.00, 
2248, 300.77, 0.00, 
2248, 301.95, 0.00, 
2249, 303.12, 0.00, 
2250, 304.28, 0.00, 
2250, 305.47, 0.00, 
2251, 306.66, 0.00, 
2252, 307.81, 0.00, 
2252, 309.02, 0.00, 
2253, 317.64, 0.00, 
2254, 311.34, 0.00, 
2254, 312.52, 0.00, 
2255, 321.27, 0.00, 
2256, 314.92, 0.00, 
2256, 316.14, 3325.75, 
2257, 317.34, 3310.50, 
2257, 318.55, 3296.75, 
2258, 319.77, 3283.25, 
2259, 320.97, 3270.25, 
2259, 322.17, 3252.50, 
2260, 323.42, 3243.00, 
2261, 324.61, 3240.75, 
2261, 325.83, 3217.00, 
2262, 327.05, 3195.50, 
2263, 328.23, 3186.75, 
2263, 329.45, 3162.75, 
2264, 330.67, 3145.25, 
2265, 331.87, 3136.00, 
2265, 333.08, 3132.25, 
2266, 334.33, 3127.25, 
2267, 335.50, 3125.25, 
2267, 336.73, 3122.25, 
2268, 337.94, 3116.50, 
2269, 339.16, 3110.50, 
2269, 340.37, 3110.75, 
2270, 341.58, 3099.75, 
2271, 342.80, 3083.00, 
2271, 351.52, 0.00, 
2272, 352.72, 0.00, 
2272, 346.37, 0.00, 
2273, 347.53, 3447.50, 
2274, 348.73, 3474.50, 
2274, 349.91, 3506.25, 
2275, 351.12, 3532.25, 
2287, 352.33, 3552.25, 
2287, 1.12, 0.00, 
2296, 354.73, 3604.75, 
2297, 355.94, 3669.00, 
2298, 357.14, 3697.00, 
2298, 5.95, 0.00, 
2307, 359.55, 3760.25, 
2308, 0.75, 3833.25, 
2317, 1.95, 3885.25, 
2318, 3.14, 3951.00, 
2318, 11.98, 0.00, 
2319, 13.19, 0.00, 
2320, 14.39, 0.00, 
2320, 15.59, 0.00, 
2321, 16.80, 0.00, 
2322, 18.02, 0.00, 
2322, 11.50, 0.00, 
2323, 20.36, 0.00, 
2324, 21.56, 0.00, 
2324, 22.78, 0.00, 
2325, 16.33, 0.00, 
2326, 17.55, 4059.25, 
2326, 18.75, 3984.75, 
2327, 19.95, 3882.50, 
2327, 21.17, 3802.25, 
2328, 124.39, 2733.25, 
2329, 86.63, 3134.50, 
2340, 87.81, 3160.75, 
2341, 89.02, 3189.00, 
2341, 90.25, 3222.75, 
2342, 91.44, 3270.50, 
2343, 100.20, 0.00, 
2343, 93.86, 3263.00, 
2344, 95.09, 3203.75, 
2345, 96.30, 3147.50, 
2345, 97.52, 3094.75, 
2346, 98.73, 0.00, 
2347, 99.98, 2917.25, 
2347, 101.20, 2850.75, 
2348, 102.44, 2778.50, 
2349, 103.64, 2704.75, 
2349, 104.83, 2689.75, 
2350, 106.05, 2737.75, 
2351, 107.23, 2732.75, 
2351, 108.48, 2681.00, 
2352, 117.11, 0.00, 
2353, 118.31, 0.00, 
2353, 119.53, 0.00, 
2354, 120.73, 0.00, 
2354, 121.95, 0.00, 
2355, 123.16, 0.00, 
2356, 124.36, 0.00, 
2356, 125.56, 0.00, 
2357, 126.78, 0.00, 
2358, 127.98, 0.00, 
2358, 121.83, 0.00, 
2359, 130.41, 0.00, 
2360, 131.61, 0.00, 
2360, 132.83, 0.00, 
2361, 134.03, 0.00, 
2362, 135.23, 0.00, 
2362, 136.45, 0.00, 
2363, 137.66, 0.00, 
2364, 138.88, 0.00, 
2364, 140.08, 0.00, 
2365, 141.30, 0.00, 
2366, 142.50, 0.00, 
2366, 143.70, 0.00, 
2367, 144.92, 0.00, 
2367, 146.13, 0.00, 
2368, 147.33, 0.00, 
2369, 148.55, 0.00, 
2369, 149.75, 0.00, 
2370, 25.61, 6735.50, 
2384, 240.02, 820.00, 
2384, 241.20, 820.50, 
2385, 242.36, 819.75, 
2386, 243.53, 821.50, 
2386, 244.87, 824.00, 
2387, 246.03, 825.25, 
2388, 247.20, 828.25, 
2388, 248.42, 830.75, 
2389, 249.53, 834.25, 
2389, 250.73, 836.75, 
2390, 251.94, 839.50, 
2391, 253.20, 846.50, 
2391, 254.28, 851.50, 
2392, 255.56, 855.50, 
2393, 256.78, 860.50, 
2393, 258.50, 0.00, 
2394, 265.45, 0.00, 
2395, 261.03, 0.00, 
2395, 262.44, 578.25, 
2396, 263.69, 566.75, 
2397, 265.06, 0.00, 
2397, 266.30, 544.50, 
2398, 267.25, 549.00, 
2399, 268.42, 549.75, 
2399, 269.86, 550.25, 
2400, 270.83, 549.50, 
2401, 272.23, 554.00, 
2401, 273.25, 0.00, 
2402, 274.42, 582.25, 
2403, 275.64, 587.25, 
2403, 276.70, 595.25, 
2404, 277.89, 0.00, 
2404, 278.94, 628.00, 
2405, 285.81, 0.00, 
2406, 280.36, 0.00, 
2406, 281.56, 1118.50, 
2407, 282.67, 1137.25, 
2408, 283.91, 1159.00, 
2408, 285.02, 1185.50, 
2409, 286.22, 1211.50, 
2410, 287.36, 1238.75, 
2410, 288.55, 1270.75, 
2411, 289.70, 1302.25, 
2412, 290.87, 1336.00, 
2412, 292.09, 1371.75, 
2413, 293.22, 1412.25, 
2414, 334.37, 7208.50, 
2414, 155.27, 3980.50, 
2428, 483.27, 3980.25, 
2429, 124.38, 10564.75, 
2438, 97.84, 8015.50, 
2447, 336.17, 3122.50, 
2448, 337.39, 3123.75, 
2449, 338.59, 3120.00, 
2449, 339.80, 3105.75, 
2450, 341.02, 3095.00, 
2451, 342.22, 3080.25, 
2451, 343.39, 0.00, 
2452, 352.14, 0.00, 
2453, 345.78, 0.00, 
2453, 346.92, 3432.75, 
2454, 348.11, 3459.50, 
2455, 349.31, 3485.00, 
2455, 350.53, 3518.25, 
2456, 351.72, 3547.50, 
2457, 352.89, 3570.50, 
2457, 1.70, 0.00, 
2469, 355.31, 3617.25, 
2470, 356.52, 3660.00, 
2470, 357.69, 3697.25, 
2471, 358.87, 3768.50, 
2472, 0.09, 3817.50, 
2481, 1.30, 3852.50, 
2482, 2.50, 3917.00, 
2482, 3.69, 3996.25, 
2483, 12.53, 0.00, 
2484, 13.72, 0.00, 
2484, 14.92, 0.00, 
2485, 16.12, 0.00, 
2485, 17.33, 0.00, 
2486, 10.84, 0.00, 
2487, 19.70, 0.00, 
2487, 20.92, 0.00, 
2488, 22.11, 0.00, 
2489, 23.31, 0.00, 
2489, 16.87, 0.00, 
2491, 18.09, 4027.25, 
2491, 19.28, 3940.75, 
2492, 20.52, 3849.75, 
2493, 21.70, 3789.50, 
2493, 124.67, 0.00, 
2494, 125.87, 0.00, 
2495, 127.08, 0.00, 
2495, 128.30, 0.00, 
2496, 122.14, 0.00, 
2497, 130.70, 0.00, 
2497, 131.92, 0.00, 
2498, 133.12, 0.00, 
2499, 134.33, 0.00, 
2499, 135.55, 0.00, 
2500, 136.75, 0.00, 
2500, 137.95, 0.00, 
2501, 139.12, 0.00, 
2502, 140.33, 0.00, 
2502, 141.53, 0.00, 
2503, 142.73, 0.00, 
2504, 143.95, 0.00, 
2504, 145.14, 0.00, 
2505, 146.36, 0.00, 
2506, 147.56, 0.00, 
2506, 148.77, 0.00, 
2507, 149.97, 0.00, 
2508, 151.17, 0.00, 
2508, 152.38, 0.00, 
2509, 153.58, 0.00, 
2510, 154.80, 0.00, 
2510, 156.00, 0.00, 
2511, 157.20, 0.00, 
2511, 158.41, 0.00, 
2512, 159.61, 0.00, 
2513, 160.83, 0.00, 
2513, 162.08, 0.00, 
2514, 163.28, 0.00, 
2515, 164.50, 0.00, 
2515, 165.70, 0.00, 
2516, 166.91, 0.00, 
2517, 168.11, 0.00, 
2517, 169.33, 0.00, 
2518, 170.53, 0.00, 
2519, 171.73, 0.00, 
2519, 172.94, 0.00, 
2520, 174.16, 0.00, 
2521, 175.36, 0.00, 
2521, 176.56, 0.00, 
2522, 177.78, 0.00, 
2522, 178.98, 0.00, 
2523, 180.19, 0.00, 
2524, 181.41, 7614.25, 
2524, 239.11, 818.75, 
2525, 240.37, 819.75, 
2526, 241.59, 820.50, 
2526, 242.78, 820.25, 
2527, 243.92, 820.75, 
2528, 245.14, 822.75, 
2528, 246.42, 825.00, 
2529, 247.52, 827.50, 
2530, 248.77, 831.75, 
2530, 250.03, 835.00, 
2531, 251.14, 838.00, 
2532, 252.42, 842.00, 
2532, 253.55, 845.50, 
2533, 254.69, 850.75, 
2534, 255.91, 856.75, 
2534, 257.12, 863.50, 
2535, 258.27, 869.25, 
2535, 259.48, 875.25, 
2536, 260.64, 883.00, 
2537, 261.89, 889.25, 
2537, 263.12, 896.75, 
2538, 264.27, 906.25, 
2539, 265.47, 916.00, 
2539, 273.09, 0.00, 
2540, 268.66, 0.00, 
2541, 269.97, 0.00, 
2541, 271.22, 603.50, 
2542, 272.45, 599.25, 
2543, 273.55, 591.00, 
2543, 274.72, 591.25, 
2544, 276.06, 600.00, 
2545, 277.14, 607.25, 
2545, 278.23, 608.00, 
2546, 279.48, 603.75, 
2547, 280.81, 604.75, 
2547, 281.92, 608.25, 
2548, 283.09, 613.25, 
2549, 289.91, 0.00, 
2549, 291.09, 0.00, 
2550, 285.48, 0.00, 
2550, 286.69, 1225.00, 
2551, 287.83, 1253.50, 
2552, 288.98, 1284.25, 
2552, 290.16, 1316.00, 
2553, 291.36, 1351.00, 
2554, 292.56, 0.00, 
2554, 293.73, 1433.75, 
2555, 294.89, 1474.00, 
2556, 296.05, 0.00, 
2556, 297.19, 0.00, 
2557, 298.41, 0.00, 
2558, 299.62, 0.00, 
2558, 300.78, 0.00, 
